date_time,wait,Hospital
3/2/2019 6:51:01,60,Long Island Jewish Forest Hills
3/2/2019 7:51:01,6,Lenox Health Greenwich Village
3/2/2019 7:51:01,8,Syosset Hospital
3/2/2019 7:51:01,9,Glen Cove Hospital
3/2/2019 7:51:01,13,Huntington Hospital
3/2/2019 7:51:01,15,Staten Island University Hospital - South
3/2/2019 7:51:01,19,Long Island Jewish Valley Stream
3/2/2019 7:51:01,25,North Shore University Hospital
3/2/2019 7:51:01,27,Plainview Hospital
3/2/2019 7:51:01,39,Southside Hospital
3/2/2019 7:51:01,39,Staten Island University Hospital - North
3/2/2019 7:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 7:51:01,60,Lenox Hill Hospital
3/2/2019 7:51:01,60,Long Island Jewish Forest Hills
3/2/2019 8:51:01,4,Lenox Health Greenwich Village
3/2/2019 8:51:01,4,Staten Island University Hospital - South
3/2/2019 8:51:01,7,Plainview Hospital
3/2/2019 8:51:01,8,Syosset Hospital
3/2/2019 8:51:01,14,Glen Cove Hospital
3/2/2019 8:51:01,14,North Shore University Hospital
3/2/2019 8:51:01,29,Huntington Hospital
3/2/2019 8:51:01,30,Southside Hospital
3/2/2019 8:51:01,32,Long Island Jewish Valley Stream
3/2/2019 8:51:01,60,Staten Island University Hospital - North
3/2/2019 8:51:01,60,Long Island Jewish Forest Hills
3/2/2019 8:51:01,60,Lenox Hill Hospital
3/2/2019 8:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 9:51:01,3,Staten Island University Hospital - South
3/2/2019 9:51:01,5,Huntington Hospital
3/2/2019 9:51:01,8,Syosset Hospital
3/2/2019 9:51:01,9,Plainview Hospital
3/2/2019 9:51:01,12,Lenox Health Greenwich Village
3/2/2019 9:51:01,14,Glen Cove Hospital
3/2/2019 9:51:01,19,Long Island Jewish Valley Stream
3/2/2019 9:51:01,23,North Shore University Hospital
3/2/2019 9:51:01,36,Staten Island University Hospital - North
3/2/2019 9:51:01,60,Lenox Hill Hospital
3/2/2019 9:51:01,60,Southside Hospital
3/2/2019 9:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 9:51:01,60,Long Island Jewish Forest Hills
3/2/2019 10:51:01,3,Staten Island University Hospital - South
3/2/2019 10:51:01,5,Plainview Hospital
3/2/2019 10:51:01,8,Syosset Hospital
3/2/2019 10:51:01,14,Glen Cove Hospital
3/2/2019 10:51:01,15,Southside Hospital
3/2/2019 10:51:01,16,Lenox Hill Hospital
3/2/2019 10:51:01,17,Long Island Jewish Valley Stream
3/2/2019 10:51:01,22,Lenox Health Greenwich Village
3/2/2019 10:51:01,25,Long Island Jewish Forest Hills
3/2/2019 10:51:01,27,Staten Island University Hospital - North
3/2/2019 10:51:01,33,Huntington Hospital
3/2/2019 10:51:01,37,North Shore University Hospital
3/2/2019 10:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 11:51:01,3,Staten Island University Hospital - South
3/2/2019 11:51:01,5,Plainview Hospital
3/2/2019 11:51:01,8,Lenox Health Greenwich Village
3/2/2019 11:51:01,8,Syosset Hospital
3/2/2019 11:51:01,12,Long Island Jewish Valley Stream
3/2/2019 11:51:01,14,Glen Cove Hospital
3/2/2019 11:51:01,16,Lenox Hill Hospital
3/2/2019 11:51:01,17,Southside Hospital
3/2/2019 11:51:01,18,Huntington Hospital
3/2/2019 11:51:01,33,Long Island Jewish Forest Hills
3/2/2019 11:51:01,36,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 11:51:01,42,North Shore University Hospital
3/2/2019 11:51:01,60,Long Island Jewish Medical Center
3/2/2019 12:51:01,5,Plainview Hospital
3/2/2019 12:51:01,8,Syosset Hospital
3/2/2019 12:51:01,10,Lenox Health Greenwich Village
3/2/2019 12:51:01,12,Staten Island University Hospital - South
3/2/2019 12:51:01,14,Glen Cove Hospital
3/2/2019 12:51:01,15,Huntington Hospital
3/2/2019 12:51:01,31,North Shore University Hospital
3/2/2019 12:51:01,32,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 12:51:01,36,Lenox Hill Hospital
3/2/2019 12:51:01,38,Long Island Jewish Valley Stream
3/2/2019 12:51:01,40,Staten Island University Hospital - North
3/2/2019 12:51:01,41,Long Island Jewish Forest Hills
3/2/2019 12:51:01,47,Southside Hospital
3/2/2019 13:51:01,6,Staten Island University Hospital - South
3/2/2019 13:51:01,6,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 13:51:01,8,Syosset Hospital
3/2/2019 13:51:01,10,North Shore University Hospital
3/2/2019 13:51:01,12,Plainview Hospital
3/2/2019 13:51:01,13,Long Island Jewish Valley Stream
3/2/2019 13:51:01,14,Glen Cove Hospital
3/2/2019 13:51:01,14,Lenox Hill Hospital
3/2/2019 13:51:01,15,Southside Hospital
3/2/2019 13:51:01,17,Huntington Hospital
3/2/2019 13:51:01,28,Lenox Health Greenwich Village
3/2/2019 13:51:01,29,Staten Island University Hospital - North
3/2/2019 13:51:01,31,Long Island Jewish Forest Hills
3/2/2019 14:51:01,4,Plainview Hospital
3/2/2019 14:51:01,6,Lenox Health Greenwich Village
3/2/2019 14:51:01,8,Huntington Hospital
3/2/2019 14:51:01,11,North Shore University Hospital
3/2/2019 14:51:01,12,Long Island Jewish Valley Stream
3/2/2019 14:51:01,14,Staten Island University Hospital - North
3/2/2019 14:51:01,15,Lenox Hill Hospital
3/2/2019 14:51:01,19,Long Island Jewish Medical Center
3/2/2019 14:51:01,19,Staten Island University Hospital - South
3/2/2019 14:51:01,27,Glen Cove Hospital
3/2/2019 14:51:01,28,Long Island Jewish Forest Hills
3/2/2019 14:51:01,28,Syosset Hospital
3/2/2019 14:51:01,31,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 15:51:01,4,Staten Island University Hospital - South
3/2/2019 15:51:01,9,Huntington Hospital
3/2/2019 15:51:01,9,Plainview Hospital
3/2/2019 15:51:01,10,Lenox Health Greenwich Village
3/2/2019 15:51:01,10,North Shore University Hospital
3/2/2019 15:51:01,12,Glen Cove Hospital
3/2/2019 15:51:01,15,Lenox Hill Hospital
3/2/2019 15:51:01,15,Long Island Jewish Valley Stream
3/2/2019 15:51:01,17,Staten Island University Hospital - North
3/2/2019 15:51:01,22,Long Island Jewish Medical Center
3/2/2019 15:51:01,22,Syosset Hospital
3/2/2019 15:51:01,29,Long Island Jewish Forest Hills
3/2/2019 15:51:01,31,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 16:51:01,2,Staten Island University Hospital - South
3/2/2019 16:51:01,7,Syosset Hospital
3/2/2019 16:51:01,8,Glen Cove Hospital
3/2/2019 16:51:01,14,Lenox Health Greenwich Village
3/2/2019 16:51:01,15,Long Island Jewish Valley Stream
3/2/2019 16:51:01,15,Staten Island University Hospital - North
3/2/2019 16:51:01,15,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 16:51:01,16,Huntington Hospital
3/2/2019 16:51:01,19,North Shore University Hospital
3/2/2019 16:51:01,24,Lenox Hill Hospital
3/2/2019 16:51:01,25,Long Island Jewish Forest Hills
3/2/2019 16:51:01,28,Plainview Hospital
3/2/2019 16:51:01,39,Long Island Jewish Medical Center
3/2/2019 17:51:01,3,Staten Island University Hospital - South
3/2/2019 17:51:01,7,Glen Cove Hospital
3/2/2019 17:51:01,9,Southside Hospital
3/2/2019 17:51:01,10,Plainview Hospital
3/2/2019 17:51:01,11,Syosset Hospital
3/2/2019 17:51:01,14,Long Island Jewish Valley Stream
3/2/2019 17:51:01,15,Lenox Hill Hospital
3/2/2019 17:51:01,20,North Shore University Hospital
3/2/2019 17:51:01,20,Staten Island University Hospital - North
3/2/2019 17:51:01,21,Huntington Hospital
3/2/2019 17:51:01,22,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 17:51:01,25,Lenox Health Greenwich Village
3/2/2019 17:51:01,28,Long Island Jewish Forest Hills
3/2/2019 18:51:01,2,Syosset Hospital
3/2/2019 18:51:01,3,Staten Island University Hospital - South
3/2/2019 18:51:01,5,Lenox Health Greenwich Village
3/2/2019 18:51:01,8,Plainview Hospital
3/2/2019 18:51:01,9,Long Island Jewish Valley Stream
3/2/2019 18:51:01,9,Southside Hospital
3/2/2019 18:51:01,14,Glen Cove Hospital
3/2/2019 18:51:01,14,Long Island Jewish Forest Hills
3/2/2019 18:51:01,17,Staten Island University Hospital - North
3/2/2019 18:51:01,20,Lenox Hill Hospital
3/2/2019 18:51:01,30,North Shore University Hospital
3/2/2019 18:51:01,35,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 18:51:01,42,Long Island Jewish Medical Center
3/2/2019 19:51:01,2,Syosset Hospital
3/2/2019 19:51:01,4,Plainview Hospital
3/2/2019 19:51:01,4,Staten Island University Hospital - South
3/2/2019 19:51:01,5,Lenox Health Greenwich Village
3/2/2019 19:51:01,15,Long Island Jewish Forest Hills
3/2/2019 19:51:01,16,Southside Hospital
3/2/2019 19:51:01,17,Long Island Jewish Valley Stream
3/2/2019 19:51:01,18,Staten Island University Hospital - North
3/2/2019 19:51:01,23,Glen Cove Hospital
3/2/2019 19:51:01,23,Lenox Hill Hospital
3/2/2019 19:51:01,34,North Shore University Hospital
3/2/2019 19:51:01,38,Huntington Hospital
3/2/2019 19:51:01,46,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 20:51:01,6,Staten Island University Hospital - South
3/2/2019 20:51:01,8,Lenox Health Greenwich Village
3/2/2019 20:51:01,8,Long Island Jewish Valley Stream
3/2/2019 20:51:01,9,Syosset Hospital
3/2/2019 20:51:01,10,Plainview Hospital
3/2/2019 20:51:01,14,Lenox Hill Hospital
3/2/2019 20:51:01,19,Southside Hospital
3/2/2019 20:51:01,22,Long Island Jewish Forest Hills
3/2/2019 20:51:01,24,Staten Island University Hospital - North
3/2/2019 20:51:01,26,Glen Cove Hospital
3/2/2019 20:51:01,32,North Shore University Hospital
3/2/2019 20:51:01,50,Huntington Hospital
3/2/2019 20:51:01,53,Long Island Jewish Medical Center
3/2/2019 21:51:01,6,Syosset Hospital
3/2/2019 21:51:01,7,Glen Cove Hospital
3/2/2019 21:51:01,9,Plainview Hospital
3/2/2019 21:51:01,9,Staten Island University Hospital - South
3/2/2019 21:51:01,10,Lenox Hill Hospital
3/2/2019 21:51:01,14,Long Island Jewish Forest Hills
3/2/2019 21:51:01,15,Lenox Health Greenwich Village
3/2/2019 21:51:01,20,Long Island Jewish Valley Stream
3/2/2019 21:51:01,26,Southside Hospital
3/2/2019 21:51:01,31,North Shore University Hospital
3/2/2019 21:51:01,31,Staten Island University Hospital - North
3/2/2019 21:51:01,35,Huntington Hospital
3/2/2019 21:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/2/2019 22:51:01,5,Staten Island University Hospital - South
3/2/2019 22:51:01,5,Syosset Hospital
3/2/2019 22:51:01,10,Glen Cove Hospital
3/2/2019 22:51:01,10,Lenox Health Greenwich Village
3/2/2019 22:51:01,11,Lenox Hill Hospital
3/2/2019 22:51:01,16,Plainview Hospital
3/2/2019 22:51:01,17,Long Island Jewish Valley Stream
3/2/2019 22:51:01,20,Long Island Jewish Forest Hills
3/2/2019 22:51:01,23,Staten Island University Hospital - North
3/2/2019 22:51:01,25,Southside Hospital
3/2/2019 22:51:01,36,Huntington Hospital
3/2/2019 22:51:01,38,North Shore University Hospital
3/2/2019 22:51:01,49,Long Island Jewish Medical Center
3/2/2019 23:51:01,3,Syosset Hospital
3/2/2019 23:51:01,4,Plainview Hospital
3/2/2019 23:51:01,16,Glen Cove Hospital
3/2/2019 23:51:01,17,Staten Island University Hospital - South
3/2/2019 23:51:01,18,Lenox Hill Hospital
3/2/2019 23:51:01,20,Lenox Health Greenwich Village
3/2/2019 23:51:01,20,Southside Hospital
3/2/2019 23:51:01,22,Long Island Jewish Forest Hills
3/2/2019 23:51:01,23,Long Island Jewish Valley Stream
3/2/2019 23:51:01,25,Staten Island University Hospital - North
3/2/2019 23:51:01,32,North Shore University Hospital
3/2/2019 23:51:01,50,Huntington Hospital
3/2/2019 23:51:01,60,Long Island Jewish Medical Center
3/3/2019 0:51:01,2,Syosset Hospital
3/3/2019 0:51:01,3,Plainview Hospital
3/3/2019 0:51:01,6,Lenox Health Greenwich Village
3/3/2019 0:51:01,6,Lenox Hill Hospital
3/3/2019 0:51:01,14,Staten Island University Hospital - South
3/3/2019 0:51:01,20,Staten Island University Hospital - North
3/3/2019 0:51:01,25,Glen Cove Hospital
3/3/2019 0:51:01,31,Southside Hospital
3/3/2019 0:51:01,34,Long Island Jewish Forest Hills
3/3/2019 0:51:01,43,Huntington Hospital
3/3/2019 0:51:01,53,North Shore University Hospital
3/3/2019 0:51:01,60,Long Island Jewish Valley Stream
3/3/2019 0:51:01,60,Long Island Jewish Medical Center
3/3/2019 1:51:01,2,Staten Island University Hospital - South
3/3/2019 1:51:01,3,Syosset Hospital
3/3/2019 1:51:01,6,Plainview Hospital
3/3/2019 1:51:01,7,Glen Cove Hospital
3/3/2019 1:51:01,10,Lenox Hill Hospital
3/3/2019 1:51:01,19,Lenox Health Greenwich Village
3/3/2019 1:51:01,21,Staten Island University Hospital - North
3/3/2019 1:51:01,29,Huntington Hospital
3/3/2019 1:51:01,37,Long Island Jewish Valley Stream
3/3/2019 1:51:01,38,Long Island Jewish Forest Hills
3/3/2019 1:51:01,40,Southside Hospital
3/3/2019 1:51:01,42,North Shore University Hospital
3/3/2019 1:51:01,57,Long Island Jewish Medical Center
3/3/2019 2:51:01,0,Glen Cove Hospital
3/3/2019 2:51:01,2,Syosset Hospital
3/3/2019 2:51:01,4,Plainview Hospital
3/3/2019 2:51:01,6,Staten Island University Hospital - South
3/3/2019 2:51:01,8,Lenox Health Greenwich Village
3/3/2019 2:51:01,9,Lenox Hill Hospital
3/3/2019 2:51:01,17,Staten Island University Hospital - North
3/3/2019 2:51:01,18,Southside Hospital
3/3/2019 2:51:01,30,Huntington Hospital
3/3/2019 2:51:01,30,Long Island Jewish Valley Stream
3/3/2019 2:51:01,34,Long Island Jewish Forest Hills
3/3/2019 2:51:01,49,North Shore University Hospital
3/3/2019 2:51:01,60,Long Island Jewish Medical Center
3/3/2019 3:51:01,6,Glen Cove Hospital
3/3/2019 3:51:01,7,Syosset Hospital
3/3/2019 3:51:01,9,Plainview Hospital
3/3/2019 3:51:01,9,Staten Island University Hospital - South
3/3/2019 3:51:01,14,Lenox Hill Hospital
3/3/2019 3:51:01,17,Huntington Hospital
3/3/2019 3:51:01,17,Lenox Health Greenwich Village
3/3/2019 3:51:01,23,Southside Hospital
3/3/2019 3:51:01,25,Long Island Jewish Valley Stream
3/3/2019 3:51:01,25,Staten Island University Hospital - North
3/3/2019 3:51:01,50,North Shore University Hospital
3/3/2019 3:51:01,54,Long Island Jewish Forest Hills
3/3/2019 3:51:01,59,Long Island Jewish Medical Center
3/3/2019 4:51:01,2,Glen Cove Hospital
3/3/2019 4:51:01,4,Plainview Hospital
3/3/2019 4:51:01,5,Staten Island University Hospital - South
3/3/2019 4:51:01,6,Syosset Hospital
3/3/2019 4:51:01,9,Staten Island University Hospital - North
3/3/2019 4:51:01,12,Lenox Health Greenwich Village
3/3/2019 4:51:01,15,Lenox Hill Hospital
3/3/2019 4:51:01,18,Huntington Hospital
3/3/2019 4:51:01,19,North Shore University Hospital
3/3/2019 4:51:01,28,Southside Hospital
3/3/2019 4:51:01,43,Long Island Jewish Forest Hills
3/3/2019 4:51:01,51,Long Island Jewish Valley Stream
3/3/2019 4:51:01,58,Long Island Jewish Medical Center
3/3/2019 5:51:01,2,Glen Cove Hospital
3/3/2019 5:51:01,3,Lenox Health Greenwich Village
3/3/2019 5:51:01,8,Staten Island University Hospital - South
3/3/2019 5:51:01,9,Lenox Hill Hospital
3/3/2019 5:51:01,10,Syosset Hospital
3/3/2019 5:51:01,15,Plainview Hospital
3/3/2019 5:51:01,17,Huntington Hospital
3/3/2019 5:51:01,24,Southside Hospital
3/3/2019 5:51:01,24,Staten Island University Hospital - North
3/3/2019 5:51:01,37,Long Island Jewish Forest Hills
3/3/2019 5:51:01,49,North Shore University Hospital
3/3/2019 5:51:01,60,Long Island Jewish Valley Stream
3/3/2019 5:51:01,60,Long Island Jewish Medical Center
3/3/2019 6:51:01,3,Glen Cove Hospital
3/3/2019 6:51:01,7,Staten Island University Hospital - South
3/3/2019 6:51:01,10,Syosset Hospital
3/3/2019 6:51:01,12,Lenox Health Greenwich Village
3/3/2019 6:51:01,17,Lenox Hill Hospital
3/3/2019 6:51:01,18,Southside Hospital
3/3/2019 6:51:01,20,Plainview Hospital
3/3/2019 6:51:01,27,Huntington Hospital
3/3/2019 6:51:01,30,Staten Island University Hospital - North
3/3/2019 6:51:01,42,North Shore University Hospital
3/3/2019 6:51:01,55,Long Island Jewish Forest Hills
3/3/2019 6:51:01,60,Long Island Jewish Medical Center
3/3/2019 6:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/3/2019 7:51:01,1,Glen Cove Hospital
3/3/2019 7:51:01,9,Lenox Health Greenwich Village
3/3/2019 7:51:01,10,Syosset Hospital
3/3/2019 7:51:01,14,Staten Island University Hospital - South
3/3/2019 7:51:01,15,Plainview Hospital
3/3/2019 7:51:01,17,Southside Hospital
3/3/2019 7:51:01,22,Huntington Hospital
3/3/2019 7:51:01,24,Lenox Hill Hospital
3/3/2019 7:51:01,42,Staten Island University Hospital - North
3/3/2019 7:51:01,45,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/3/2019 7:51:01,60,Long Island Jewish Forest Hills
3/3/2019 7:51:01,60,North Shore University Hospital
3/3/2019 7:51:01,60,Long Island Jewish Valley Stream
3/3/2019 8:51:01,3,Glen Cove Hospital
3/3/2019 8:51:01,3,Staten Island University Hospital - South
3/3/2019 8:51:01,4,Syosset Hospital
3/3/2019 8:51:01,7,Huntington Hospital
3/3/2019 8:51:01,18,Staten Island University Hospital - North
3/3/2019 8:51:01,26,Long Island Jewish Forest Hills
3/3/2019 8:51:01,27,Southside Hospital
3/3/2019 8:51:01,28,Lenox Health Greenwich Village
3/3/2019 8:51:01,31,Plainview Hospital
3/3/2019 8:51:01,35,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/3/2019 8:51:01,46,Lenox Hill Hospital
3/3/2019 8:51:01,53,Long Island Jewish Medical Center
3/3/2019 8:51:01,60,North Shore University Hospital
3/3/2019 9:51:01,3,Glen Cove Hospital
3/3/2019 9:51:01,4,Syosset Hospital
3/3/2019 9:51:01,5,Staten Island University Hospital - South
3/3/2019 9:51:01,13,Huntington Hospital
3/3/2019 9:51:01,14,Southside Hospital
3/3/2019 9:51:01,19,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/3/2019 9:51:01,22,Staten Island University Hospital - North
3/3/2019 9:51:01,31,North Shore University Hospital
3/3/2019 9:51:01,31,Plainview Hospital
3/3/2019 9:51:01,34,Long Island Jewish Medical Center
3/3/2019 9:51:01,36,Long Island Jewish Forest Hills
3/3/2019 9:51:01,59,Lenox Health Greenwich Village
3/3/2019 9:51:01,59,Lenox Hill Hospital
3/3/2019 10:51:01,4,Glen Cove Hospital
3/3/2019 10:51:01,8,Syosset Hospital
3/3/2019 10:51:01,10,Staten Island University Hospital - North
3/3/2019 10:51:01,11,Lenox Hill Hospital
3/3/2019 10:51:01,12,Staten Island University Hospital - South
3/3/2019 10:51:01,13,North Shore University Hospital
3/3/2019 10:51:01,13,Southside Hospital
3/3/2019 10:51:01,20,Huntington Hospital
3/3/2019 10:51:01,30,Long Island Jewish Forest Hills
3/3/2019 10:51:01,31,Plainview Hospital
3/3/2019 10:51:01,41,Long Island Jewish Medical Center
3/3/2019 10:51:01,43,Lenox Health Greenwich Village
3/3/2019 10:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/3/2019 11:51:01,4,Glen Cove Hospital
3/3/2019 11:51:01,5,Syosset Hospital
3/3/2019 11:51:01,8,Long Island Jewish Valley Stream
3/3/2019 11:51:01,12,Lenox Hill Hospital
3/3/2019 11:51:01,15,Southside Hospital
3/3/2019 11:51:01,15,Staten Island University Hospital - South
3/3/2019 11:51:01,19,North Shore University Hospital
3/3/2019 11:51:01,21,Long Island Jewish Forest Hills
